personnel_id,age,deployment_days,daily_duty_hours,night_duties,leave_days,days_since_last_leave,transfer_frequency,training_days,workload_7_days,workload_30_days,sleep_hours,wellness_score,self_reported_stress,stress_risk
1960,47,34,7.52,15,8,91,3,2,86.29,45.76,5.73,80.85,80.69,0
1961,27,81,8.68,15,9,113,1,17,95.81,85.94,6.19,92.92,25.26,1
1962,31,138,11.67,11,6,65,3,3,86.92,49.79,9.0,25.09,42.78,1
1963,24,90,6.47,9,22,33,4,6,42.0,21.56,6.48,46.86,32.02,0
1964,48,88,11.2,4,2,48,1,16,87.31,36.55,7.7,76.55,89.11,1
1965,33,86,6.16,11,14,78,2,16,79.62,97.71,6.86,85.87,20.06,0
1966,29,117,7.39,14,0,108,0,18,60.45,24.26,7.78,54.69,46.94,1
1967,46,74,10.29,14,25,94,4,16,88.41,26.24,7.62,63.2,69.59,1
1968,33,149,8.74,11,16,80,0,6,47.84,23.13,8.75,72.31,87.14,1
1969,37,30,5.13,0,21,68,4,14,70.07,78.73,6.7,78.87,65.22,0
1970,31,62,8.83,5,21,119,0,20,38.0,23.3,5.71,94.22,55.36,0
1971,37,73,8.81,7,2,26,3,20,25.83,47.86,6.14,75.31,65.68,0
1972,48,179,6.73,0,10,6,3,4,52.72,35.64,6.83,48.34,29.66,1
1973,38,129,6.6,11,12,8,1,6,69.09,56.02,7.83,44.14,16.57,1
1974,24,33,8.64,6,28,3,3,3,34.66,81.78,6.08,48.35,43.36,0
1975,38,143,6.28,11,24,28,4,7,36.62,97.0,9.0,91.8,25.06,0
1976,46,167,6.8,2,11,9,2,3,38.66,36.6,6.63,94.78,34.0,0
1977,26,32,10.8,3,13,66,4,15,32.84,44.9,8.88,58.15,14.96,0
1978,28,158,9.14,10,7,25,0,19,67.52,89.89,5.13,56.88,70.99,1
1979,40,10,10.04,9,25,52,4,19,71.96,66.52,7.0,87.6,11.81,0
1980,50,40,6.9,10,18,52,0,12,98.36,28.83,7.31,43.41,70.97,0
1981,23,77,5.6,12,12,27,2,0,93.95,69.35,6.65,65.26,87.62,1
1982,49,66,11.54,15,29,103,2,0,79.8,84.65,8.58,38.67,49.49,1
1983,40,178,7.01,7,21,68,4,18,85.7,35.78,6.13,23.61,76.44,1
1984,28,90,15.27,4,10,58,4,5,63.18,99.14,7.34,27.22,72.26,1
1985,32,22,10.03,14,17,57,4,5,57.56,88.18,5.02,20.95,35.35,1
1986,28,54,10.48,11,8,99,4,20,38.31,32.47,6.95,80.07,40.09,0
1987,45,125,9.07,13,23,27,0,16,82.14,35.15,6.54,74.43,47.51,1
1988,34,61,9.89,10,26,112,2,3,52.83,56.73,7.53,33.37,16.61,0
1989,47,16,9.65,5,8,42,1,4,54.58,73.23,7.34,59.85,14.65,0
1990,30,143,12.42,11,21,99,2,15,75.95,69.69,6.64,25.14,88.2,1
1991,26,49,8.7,14,22,91,3,5,90.98,53.03,7.41,45.79,53.03,1
1992,25,133,7.92,9,21,51,3,14,63.8,61.76,5.87,90.11,44.9,1
1993,42,145,6.75,14,23,35,1,3,50.82,92.1,6.32,81.55,64.2,0
1994,32,90,9.48,15,0,98,2,11,54.39,68.81,6.89,94.08,60.39,1
1995,27,172,10.21,1,19,103,0,4,54.66,79.99,5.96,54.41,23.89,0
1996,45,63,6.32,15,27,40,3,13,52.18,53.12,7.81,45.95,45.39,0
1997,34,158,9.77,14,13,88,4,15,70.83,45.41,5.69,63.75,51.13,1
1998,26,156,8.45,12,15,62,1,1,27.54,62.56,6.35,70.26,51.63,1
1999,50,89,7.84,1,16,87,1,18,27.41,72.8,7.94,60.97,46.57,0
2000,22,168,6.77,15,22,90,1,15,30.1,23.55,7.94,91.13,69.49,0
